code,name,description,cost_price
26 st national sandwich maker,26 St National Sandwich Maker,,2500
115 dawlance microwave oven,115 Dawlance Microwave Oven,,38952.63
360 national 3in1 juicer,360 National 3in1 Juicer,,3377.78
223 nd national kettle steel,223 ND National Kettle Steel,,3741
3500 kenwood 4in1 juicer,3500 Kenwood 4in1 Juicer,,4050
22 ib microwave oven white,22 IB Microwave Oven White,,11675
302 kenwood hot plate,302 Kenwood Hot Plate,,3100
272 cambridge citrus press,272 Cambridge Citrus Press,,2890
panel 3in1 juicer,Panel 3in1 Juicer,,35
554 ns hand blender with egg beater,554 NS Hand Blender With Egg Beater,,2950
6134 anex blender,6134 Anex Blender,,6758.27
120 kenwood micro oven,120 Kenwood Micro Oven,,11500
403 philips hot plate,403 Philips Hot Plate,,3371.43
3130 anex sandwich maker,3130 Anex Sandwich Maker,,1804.83
1760 super commercial,1760 super commercial,,4550
2 ton midea xtreme plus air conditioner,2 TON Midea Xtreme Plus Air Conditioner,,208000
612 seco hot plate,612 Seco Hot Plate,,5093.33
9802 west point egg beater,9802 West Point Egg Beater,,3802
box 309 sandwich maker,Box 309 Sandwich Maker,,70.33
690 seco heater,690 Seco Heater,,12000
130 st sm,130 St SM,,0
176 juicy deluxe venus 3in1 juicer,176 Juicy Deluxe Venus 3in1 Juicer,,2680
3061 anex hot plate,3061 Anex Hot Plate,,8781
115 st national iron,115 St National Iron,,1511.2
2021 geepas fish heater,2021 Geepas Fish Heater,,740
17k np national kettle,17K NP National Kettle,,2092
pusher white 3in1 juicer,Pusher White 3in1 Juicer,,38
1141 anex chopper,1141 Anex Chopper,,16857.88
142 anex hand blender,142 Anex Hand Blender,,6788.6
221 kneading machine 5 ltr,221 Kneading Machine 5 Ltr,,13133.33
21 kg kentax micro oven,21 KG Kentax Micro Oven,,8000
1015 panasonic blender,1015 Panasonic Blender,,955
2079 anex dry iron heavy weight,2079 Anex Dry Iron Heavy Weight,,6097
2108 currency counter,2108 Currency Counter,,11000
20 l nobel microwave oven,20 L Nobel Microwave Oven,,11500
1200 braun hair dryer,1200 Braun Hair Dryer,,1250
1760 jp juicer 4in1,1760 JP Juicer 4in1,,3790
golden jali haevy,Golden Jali Haevy,,750
22 awt panasonic japani iron,22 AWT Panasonic Japani Iron,,13475
222 bc nd national juicer,222 BC ND National Juicer,,6351
3016 raf hand blender,3016 RAF Hand Blender,,2200
2177 touch microwave oven,2177 Touch Microwave Oven,,12200
2040 anex sandwich maker,2040 Anex Sandwich Maker,,5869.5
226 cambridge blender,226 Cambridge Blender,,4950
7891 cambridge iron,7891 Cambridge Iron,,990
6786 kenwood air fryer 12 ltr,6786 Kenwood Air Fryer 12 Ltr,,14181.82
2580 anex plus blender,2580 Anex Plus Blender,,2350
ref 9149wb e-chrome metallic gold fridge,REF 9149WB E-Chrome Metallic Gold Fridge,,54559.5
box 418 panasonic blender,Box 418 Panasonic Blender,,52
101 oxford kettle,101 Oxford Kettle,,0
pedestal fan,Pedestal Fan,,14650
418 panasonic blender,418 Panasonic Blender,,1450
176 deluxe panasonic juicer 7025cc,176 Deluxe Panasonic Juicer 7025CC,,2680
601 panasonic blender,601 Panasonic Blender,,2937
2040 west point chopper,2040 West Point Chopper,,5200
304 nd national garment steamer,304 ND National Garment Steamer,,5568
111 nd national air fryer,111 ND National Air Fryer,,14062
2000w china plastic kettle,2000W China Plastic Kettle,,1400
200 spell juicer,200 Spell Juicer,,4532.33
4040 philips iron,4040 Philips Iron,,965
box st 4440 1050w 4in1 juicer,Box ST 4440 1050W 4in1 Juicer,,140
27 st national sandwich maker,27 St National Sandwich Maker,,2500
3070 anex oven toaster,3070 Anex Oven Toaster,,28847
662 anex lightweight iron,662 Anex Lightweight Iron,,4504.5
0964 philips blender,0964 Philips Blender,,2970
592 7020 copper panasonic blender,592 7020 Copper Panasonic Blender,,700
905 ptc crimax heater,905 PTC CRIMAX HEATER,,2950
116 deuron 3in1 blender,116 Deuron 3in1 Blender,,4405
2020 venus commercial 3in1 juicer,2020 Venus Commercial 3in1 Juicer,,2900
1172 philips iron original,1172 Philips Iron Original,,5200
30 l haier microwave oven,30 L Haier Microwave Oven,,28000
786 philips air fryer,786 Philips Air Fryer,,10000
9300 kw blender 7020 copper,9300 KW Blender 7020 Copper,,0
stick without box,Stick Without Box,,0
555 fs national iron,555 FS National Iron,,1646.15
2023 luminar kneading machina,2023 Luminar Kneading Machina,,0
goal body complete set,goal body complete set,,630
3045 anex chopper,3045 Anex Chopper,,0
33 black & dacker stick blender,33 Black & Dacker Stick Blender,,3300
1023 pansonics electric oven,1023 Pansonics Electric Oven,,8500
792 lotus kettle abs,792 Lotus Kettle ABS,,1180
3065 west point stick blender,3065 West Point Stick Blender,,3800
joyroom pedistal ceramic,joyroom pedistal ceramic,,4600
503 chopper 3 ltr,503 Chopper 3 Ltr,,2400
649 anex coffee grinder,649 Anex Coffee Grinder,,7637
960 y china hitachi vacuum cleaner,960 Y China Hitachi Vacuum Cleaner,,8622.22
713 kenwood double hot plate,713 Kenwood double Hot Plate,,13800
124 anex stick blender,124 Anex Stick Blender,,3300
stand hot olate,Stand Hot olate,,450
2142 anex blender,2142 Anex Blender,,9655.1
3007 anex toaster 4 slice,3007 Anex Toaster 4 Slice,,9191
720 national chopper,720 National Chopper,,6000
830 anex coffee maker,830 Anex Coffee Maker,,37856
3157 anex food factory,3157 Anex Food Factory,,32344.43
006 kettle 1.7 litter,006 kettle 1.7 litter,,1650
1058 panasonics electric oven,1058 Panasonics Electric Oven,,15800
30 st national blender,30 St National Blender,,1623
2018 wp iron,2018 WP Iron,,0
3006 anex toaster 2 slice,3006 Anex Toaster 2 Slice,,6552
6000 chrome 20l microwave oven,6000 chrome 20L Microwave Oven,,13000
6600 philips air fyer,6600 Philips Air Fyer,,13000
532 kenwood blender,532 Kenwood Blender,,2500
28 st national sandwich maker,28 St National Sandwich Maker,,2500
660 nd national food factory,660 ND National Food Factory,,9222
712 super rinnai fan,712 Super Rinnai Fan,,3950
358 angeleno garment steamer,358 Angeleno Garment Steamer,,12850
70 k panasonic 3in1 juicer,70 K Panasonic 3in1 Juicer,,2500
116 oxford steam iron,116 Oxford Steam Iron,,1909.2
926 nd national hand blender,926 ND National Hand Blender,,4524
400 super rinnai fan,400 Super Rinnai Fan,,2850
6130 anex blender,6130 Anex Blender,,8320.43
3075 anex electric oven toaster 45 ltr,3075 Anex Electric Oven Toaster 45 Ltr,,26845
5800d currency counter,5800D Currency Counter,,20500
999 remington staightener,999 Remington Staightener,,1475
215 hitachi toaster,215 Hitachi Toaster,,2800
255 relice hand blender,255 Relice Hand Blender,,1900
sinbo white fish heater,Sinbo White Fish Heater,,670
1137 3in1 juicer white body 7025cc national,1137 3in1 Juicer White Body 7025CC National,,0
007 panasonic kettle,007 Panasonic Kettle,,1650
107 kenwood air fryer,107 Kenwood Air Fryer,,14585
car fan lido,Car Fan Lido,,0
1177 panasonic juicer 3in1,1177 Panasonic Juicer 3in1,,2775
box 444 st juicer,Box 444 ST Juicer,,76
800 philips box,800 Philips Box,,72
230 zk kettle,230 ZK Kettle,,1375
441 panasonic 3in1 juicer 7030 copper,441 Panasonic 3in1 Juicer 7030 Copper,,4000
803 silver crest masala grinder,803 Silver Crest Masala Grinder,,1550
50 kw kenwood blender,50 KW Kenwood Blender,,1623
9035 anex microwave oven,9035 Anex Microwave Oven,,11900
box 408 panasonic blender,Box 408 Panasonic Blender,,72
998 jack pot food processor,998 Jack Pot Food Processor,,5800
jar glass 4in1,Jar Glass 4in1,,233.33
box 4455 st national juicer,Box 4455 St National Juicer,,122
697 st national blender,697 St National Blender,,2400
box imran 2023,BOX IMRAN 2023,,775
6806 panasonic air fryer,6806 Panasonic Air Fryer,,13700
30d panasonic vacuum cleaner,30D Panasonic Vacuum Cleaner,,9500
002 stc kettle,002 stc kettle,,1265
880 abs deuron desibn,880 abs deuron desibn,,650
400 ms lido fan,400 MS Lido Fan,,2800
9092 nd national blender glass,9092 ND National Blender Glass,,3034.08
725 oxford blender,725 Oxford Blender,,1956.5
606 oxford coffee grinder,606 Oxford Coffee Grinder,,1621.1
120 kenwood food processor,120 Kenwood Food Processor,,16000
400 nd national sandwich maker,400 ND National Sandwich Maker,,4350
6597 commercial blender,6597 Commercial Blender,,5600
3012 sandwich maker,3012 sandwich maker,,2125
901 oxford ceramic cooker,901 Oxford Ceramic Cooker,,3534.6
777 mh kettle,777 MH Kettle,,1050
glass jug 1 ltr,Glass Jug 1 Ltr,,290
12 national kettle 2.5 ltr,12 National Kettle 2.5 Ltr,,1250
650 anex masala grinder,650 Anex Masala Grinder,,6233.5
9095 nd national plastic blender,9095 ND National Plastic Blender,,3306
3053 sinbo turbo blender,3053 Sinbo Turbo Blender,,1340
680 st national blender,680 ST NATIONAL BLENDER,,980
365 panasonic chopper,365 Panasonic Chopper,,5940
2024 panasonic food factory,2024 Panasonic Food Factory,,11838.46
633 panasonic china vacuum,633 Panasonic China Vacuum,,8500
1304 panasonic hand blender stick,1304 Panasonic Hand Blender Stick,,3050
box 130 st iron,Box 130 ST Iron,,57.5
620 cambridge chopper,620 Cambridge Chopper,,3500
600 st blender blue 7020 copper,600 St Blender Blue 7020 Copper,,1222.22
seal blade china,Seal Blade China,,3.5
6513 west point rotti maker,6513 West Point Rotti Maker,,4347
2085 anex insect killer,2085 Anex Insect Killer,,5121
120 nd national microwave oven,120 ND National Microwave Oven,,13050
112 deuron 2in1 blender,112 Deuron 2in1 Blender,,2259
7011 anex h/d,7011 Anex H/D,,0
900 abdullah kneading machine,900 Abdullah Kneading Machine,,8764.29
box 8002 p new juicer,Box 8002 P New Juicer,,80.17
lido 913,Lido 913,,0
1060 ox chopper,1060 OX Chopper,,0
3009 anex toaster 4 slice,3009 Anex Toaster 4 Slice,,10920
925 nd national hand blender,925 ND National Hand Blender,,4350
003 anex plus kettle,003 Anex Plus Kettle,,1280
452 nd national chopper,452 ND National Chopper,,3450
120s ketao helogen heater,120S Ketao Helogen Heater,,2300
704 gogo fan,704 GoGo Fan,,0
9200 philips air fryer,9200 Philips Air Fryer,,22500
526 philips kettle,526 Philips Kettle,,2050
dish china 12'',dish china 12'',,815
20 w finex insect killer,20 W FINEX INSECT KILLER,,2400
418 ms lido fan,418 MS Lido Fan,,3400
yahoo carging fan,Yahoo Carging Fan,,8900
231 panasonic kettle 2 ltr,231 Panasonic Kettle 2 Ltr,,1000
120y8 ketao helogen heater,120Y8 Ketao Helogen Heater,,2500
wire china 176,wire china 176,,113.33
1760 white body 4in1 juicer 7025 copper,1760 White Body 4in1 Juicer 7025 Copper,,1978
989 y angeleno vacuum cleaner,989 Y Angeleno Vacuum Cleaner,,6800
1602 amt sandwich maker,1602 AMT SANDWICH MAKER,,1200
1841 hr philips food processor,1841 HR PHILIPS FOOD PROCESSOR,,4900
107 a max box heater,107 A Max Box Heater,,1125
3044 anex chopper,3044 Anex Chopper,,12285
box st 2020 3in1 juicer,Box ST 2020 3in1 Juicer,,124.17
8883 st national blender,8883 ST NATIONAL BLENDER,,1350
121 panasonic blende,121 Panasonic Blende,,1040
121 anex hand blender,121 Anex Hand Blender,,6843.2
176 juicy heavy commercial 3in1 juicer,176 Juicy Heavy Commercial 3in1 Juicer,,3700
780 philips 3in1 juicer,780 Philips 3in1 Juicer,,2800
5760 raf top hot plate,5760 Raf Top Hot Plate,,3100
361 raf hand blender set,361 RAF Hand Blender Set,,4500
368 china anex sandwich maker,368 China Anex Sandwich Maker,,1300
08 anex multi cutter with 5 blades,08 Anex Multi Cutter With 5 Blades,,2184
2000 ch panasonic chopper,2000 CH Panasonic Chopper,,0
box kw 724,box kw 724,,63
1300 braun hair dryer,1300 Braun Hair Dryer,,1250
238 st national 3in1 juicer 7030 ib,238 St National 3in1 Juicer 7030 IB,,5500
p gray gb iron,P Gray GB Iron,,815
1021 panasonic blender original,1021 Panasonic Blender Original,,13000
311 kenwood blender,311 Kenwood Blender,,1750
9030 nd national blender 2 ltr,9030 ND National Blender 2 Ltr,,7395
95 anex single juicer,95 Anex Single Juicer,,13968.5
601 deuron single juicer,601 Deuron Single Juicer,,6615
176 semi commercial panasonic juicer,176 Semi Commercial Panasonic Juicer,,3900
7025cc juicer 3in1 motor,7025CC Juicer 3in1 Motor,,927.5
good mod iron,Good Mod Iron,,0
220 hitachi toaster,220 Hitachi Toaster,,2200
805 national 4in1 juicer,805 National 4in1 Juicer,,4000
2039 anex sandwich maker 3in1,2039 Anex Sandwich Maker 3in1,,9454.9
box rd 803 national 4in1 juicer,BOX RD 803 National 4in1 Juicer,,60
3019 panasonic food factory,3019 Panasonic Food Factory,,12500
390 dawlance microwave oven,390 Dawlance Microwave Oven,,19375
820 ds air fryer,820 DS Air Fryer,,12500
176 hs 2222 3in1 juicer,176 HS 2222 3in1 Juicer,,2990
707 oxford hand mixer,707 Oxford Hand Mixer,,2059.7
107 panasonic egg beater,107 Panasonic Egg Beater,,1890
2024 anex air fryer,2024 Anex Air Fryer,,30394
china sandwich maker,China Sandwich Maker,,2066.67
550 ns 3in1 juicer,550 NS 3in1 Juicer,,2790
730 panasonic 3in1 juicer 7025cc,730 panasonic 3in1 Juicer 7025cc,,0
888 nd national air fryer gold,888 ND National Air Fryer Gold,,14790
4052 anex kettle,4052 Anex Kettle,,4322.5
161 anex plus electric oven,161 Anex plus electric oven,,7500
lido 509,Lido 509,,0
2a philips iron,2A Philips Iron,,1800
176 black panasonic juicer 7025cc,176 Black Panasonic Juicer 7025CC,,3354
box 9300 kw blender,Box 9300 KW Blender,,75
777 ns blender dd,777 NS Blender DD,,2137.1
760 novake single juicer,760 Novake Single Juicer,,2900
shevling hard 4in juicer,Shevling Hard 4in Juicer,,23.98
411 panasonic blender,411 Panasonic Blender,,1816.67
32023 geepas hot plate,32023 Geepas Hot Plate,,6000
3025 anex fan heater,3025 Anex Fan Heater,,3600
1300 cucinetta oven toaster,1300 Cucinetta Oven Toaster,,9300
787 spell 2 raod heater,787 Spell 2 Raod Heater,,1100
184 anex juicer,184 Anex Juicer,,16289
965 air fryer,965 Air Fryer,,12312.5
3000 philips blender,3000 Philips Blender,,16000
fire screen 16,fire screen 16,,8300
524 sogo citurs press,524 Sogo Citurs Press,,2225
821 anex egg beater,821 Anex Egg Beater,,6615.7
8820 motor juicer,8820 Motor Juicer,,1582.14
820 anex stand mixer,820 Anex Stand Mixer,,24251.5
box st 880 blender,Box St 880 Blender,,72.5
1919 cambridge iron,1919 Cambridge Iron,,0
900 kw 3in1 juicer white body 7025cc,900 KW 3in1 Juicer White Body 7025CC,,0
8200 oxford 4in1 juicer,8200 Oxford 4in1 Juicer,,4381.7
2510 nd national roti maker,2510 ND National Roti Maker,,6786
5031 dsp hot plate,5031 DSP Hot Plate,,11500
30 st blender body,30 st blender body,,145
2017 anex air fryer manual,2017 Anex Air Fryer Manual,,26845
724 jug,724 jug,,200
jar chopper 592 blender,Jar Chopper 592 Blender,,110
box 1717 3in1 juicer,Box 1717 3in1 Juicer,,81
176 gb moulinex 3in1 juicer,176 GB Moulinex 3in1 Juicer,,2650
773 philips blender,773 Philips Blender,,2075
9090 nd national blender plastic,9090 ND National Blender Plastic,,2749.2
216 cambridge blender,216 Cambridge Blender,,3209
444 st national juicer 1050w,444 ST National Juicer 1050W,,3000
coli glass,Coli Glass,,16.15
1.5 ltr manual chopper,1.5 Ltr Manual Chopper,,565
5555 ib double hot plate,5555 IB Double Hot Plate,,8500
box 30 st blender,Box 30 St Blender,,72
1581 panasonic blender,1581 Panasonic Blender,,2355.36
400 w stand mixer,400 W Stand Mixer,,2500
1818 white body 3in1 7025 copper philips,1818 White Body 3in1 7025 Copper Philips,,0
190 anex juicer 3in1,190 Anex Juicer 3in1,,14469
20m5 np microwave oven,20M5 NP Microwave Oven,,12400
1086 anex insect killer,1086 Anex Insect Killer,,10101
280 panasonic juicer,280 Panasonic Juicer,,3500
20 classic plus black pel microwave oven,20 Classic Plus Black PEL Microwave Oven,,14000
852 nd national chopper,852 ND National Chopper,,7395
3056 indus chopper,3056 INDUS CHOPPER,,1750
802 ns ceramic cooker hot plate,802 NS Ceramic Cooker Hot Plate,,3625
screw patch,Screw Patch,,590
thermopore sheet juicer 3in1,Thermopore Sheet Juicer 3in1,,74.59
4064 anex kettle,4064 Anex Kettle,,7052.5
665 philips air fryer,665 Philips Air Fryer,,11709.09
8820 panasonic 3in1 juicer stc,8820 Panasonic 3in1 Juicer STC,,4450
701 gogo fan,701 GoGo Fan,,0
114 nd national sandwich maker,114 ND National Sandwich Maker,,5829
216 national gold fan,216 National Gold Fan,,0
bb2 electric oven,BB2 Electric Oven,,14500
1764 pc panasonic juicer 4in1 plastic jar,1764 PC Panasonic juicer 4in1 PLASTIC JAR,,3500
7832 raf kettle,7832 RAF Kettle,,3200
3003 multy net blender,3003 Multy Net Blender,,1215
903 multy net insect killer,903 Multy Net Insect Killer,,3250
8825 motor,8825 Motor,,1788.75
141 anex hand blender,141 Anex Hand Blender,,6279
phool blender wp (flower),Phool Blender WP (Flower),,11.62
593 7020 cooper panasonic blender,593 7020 Cooper Panasonic Blender,,1900
739 anex hand blender,739 Anex Hand Blender,,0
4570 seco oven toaster,4570 Seco Oven Toaster,,12900
505 multy net fan,505 Multy Net Fan,,3400
6023 panasonic micro oven,6023 Panasonic Micro Oven,,17000
box 9900 national juicer,Box 9900 National Juicer,,80.25
654 national chopper,654 National Chopper,,5200
3020 kenwood air fryer,3020 Kenwood Air Fryer,,10000
214 nd national kettle 1.7 ltr,214 ND National Kettle 1.7 Ltr,,3115
392 kenwood hot plate,392 Kenwood Hot Plate,,3500
body patch bolt,body patch bolt,,6
blade jug 3in1 juicer,Blade Jug 3in1 Juicer,,15
521 ns iron,521 NS Iron,,615
2042 anex sandwich maker,2042 Anex Sandwich Maker,,2900
1072 oxford chopper 3 ltr,1072 Oxford Chopper 3 Ltr,,2645
195 anex 3in1 juicer,195 Anex 3in1 Juicer,,18749.03
3092 nd national garment steamer,3092 ND National Garment Steamer,,11484
644 anex masala grinder,644 Anex Masala Grinder,,6233.5
176 heavy commercial panasonic juicer 3in1,176 Heavy Commercial Panasonic Juicer 3in1,,4950
9102 enviro air fryer,9102 Enviro Air Fryer,,10500
body blender wp waheed sahab,Body Blender WP Waheed Sahab,,106.67
8222 kemie hair dryer,8222 Kemie Hair Dryer,,2800
125 mo microwave oven digital grill,125 MO Microwave Oven Digital Grill,,19750
box st 833 choper,Box St 833 Choper,,113.5
canon water heater,Canon Water Heater,,32500
1803 np sandwich maker,1803 NP Sandwich Maker,,2150
666 philips chopper,666 Philips Chopper,,5000
5417 geepas wefla maker,5417 Geepas Wefla Maker,,9500
56 d super star chopper,56 D SUPER STAR CHOPPER,,1750
chori blender,Chori Blender,,43.75
92 anex single juicer,92 Anex Single Juicer,,11602
1220 seco insect killer,1220 SECO INSECT KILLER,,1900
7188 nd national blender,7188 ND National Blender,,1650
3144 anex chopper,3144 Anex chopper,,14393.17
723 dg microwave oven,723 DG Microwave Oven,,14700
129 anex hand blender with beater,129 Anex Hand Blender With Beater,,8349.25
2060 travel cooker,2060 Travel Cooker,,0
2212 seco dish heater,2212 Seco Dish Heater,,1120
120 st national sandwich maker,120 St National Sandwich Maker,,2600
282 homage microwave oven,282 Homage Microwave Oven,,15200
176 gb p new 3in1 juicer,176 GB P New 3in1 Juicer,,2650
2269 cambridge blender,2269 Cambridge Blender,,1830
8881 nd national blender steal body,8881 ND National Blender Steal Body,,4872
227 philips chopper,227 Philips Chopper,,3350
855 nd national chopper,855 ND National Chopper,,5179.4
30 mh microwave oven,30 MH Microwave Oven,,11526.32
67 hm nd national egg beater,67 HM ND National Egg Beater,,2047
350 kenwood 3in1 juicer,350 Kenwood 3in1 Juicer,,3500
box 607 sandwich maker,Box 607 Sandwich Maker,,70.33
819 anex stand mixer 5 ltr ss bowl 1200 watt,819 Anex Stand Mixer 5 Ltr SS Bowl 1200 Watt,,21090.77
box 1074 philips blender,Box 1074 Philips Blender,,42
3818 sinbo deep fryer,3818 Sinbo Deep Fryer,,10000
200 philips chopper 3 ltr,200 Philips Chopper 3 Ltr,,2600
garari 5 mil,Garari 5 Mil,,18
726 nd national vacuum cleaner wet and dry,726 ND National Vacuum Cleaner Wet And Dry,,12615
515 ns kettle,515 NS Kettle,,1476
920 light weight iron,920 Light Weight Iron,,908.89
9301 west point egg beater,9301 West Point Egg Beater,,3000
mwp 20.020 kenwood microwave oven,MWP 20.020 Kenwood Microwave Oven,,13400
6500 3in1 juicer,6500 3in1 juicer,,2583.33
408 panasonic blender,408 Panasonic Blender,,1326.67
474 philips kettle,474 Philips Kettle,,775
223 st hand blender single,223 St Hand Blender Single,,2950
320 oxford kettle,320 Oxford Kettle,,1711.4
503 panasonic hot plate,503 Panasonic Hot Plate,,3375
box vip iron,Box VIP Iron,,60.4
503 nd national insect killer 30w,503 ND National Insect Killer 30W,,7565
2025 anex air fryer digital,2025 Anex Air Fryer Digital,,30771.65
mq 5200 braun hand blender,MQ 5200 Braun Hand Blender,,14666.67
224 philips hand blender,224 Philips Hand Blender,,4400
2200 panasonic microwave oven,2200 Panasonic Microwave Oven,,11600
1065 nd hot plate,1065 nd hot plate,,5254.8
176 ss commercial panasonic juicer,176 SS Commercial Panasonic Juicer,,2780
2528 west point toaster,2528 West Point Toaster,,4644
1200 remington hair dryer,1200 Remington Hair Dryer,,1250
5020 panasonic air fryer,5020 Panasonic Air Fryer,,10000
037 anex sandwich maker,037 Anex Sandwich Maker,,0
9052 philips chopper,9052 Philips Chopper,,6400
511 ns sandwich maker,511 NS Sandwich Maker,,0
381 seco box heater,381 Seco Box Heater,,845
4061 anex kettle,4061 Anex Kettle,,5096
1225 ms lider tower heater,1225 MS Lider Tower Heater,,0
607 sandwich maker,607 Sandwich Maker,,2032.5
3416 ms lido fan,3416 MS Lido Fan,,3450
5000 national microwave,5000 National Microwave,,16000
324 delongi fan,324 Delongi Fan,,3500
indus withholding tax statement,Indus Withholding Tax Statement,,15600
233 st juicer 3in1,233 St Juicer 3in1,,6150
7390 jp jack pot blender,7390 JP JACK POT BLENDER,,1190
724 masala coli,724 masala coli,,37
299 dawlance microwave oven,299 Dawlance Microwave Oven,,21300
7290 dawlance toaster,7290 Dawlance Toaster,,4302
176 panasonic juicer juicy deluxe 3in1,176  Panasonic Juicer Juicy Deluxe 3in1,,2675
507 sokany roti maker,507 Sokany Roti Maker,,6600
2139 anex sandwich maker 3in1,2139 Anex Sandwich Maker 3in1,,10349.73
3005 anex toaster 4 slice,3005 Anex Toaster 4 Slice,,9919
3067 anex electric oven,3067 Anex Electric Oven,,22558.9
button 408 blender,Button 408 Blender,,75
300 panasonic steam iron,300 Panasonic Steam Iron,,6950
176 indus juicer 3in1 commercial,176 Indus Juicer 3in1 Commercial,,2650
box 70 kenwood blender,Box 70 Kenwood Blender,,73.67
1760 p new (bb) juicer,1760 P New (BB) Juicer,,3475
41 adrb moulinex meat mincer,41 ADRB MOULINEX MEAT MINCER,,2000
2031 anex sandwich maker,2031 Anex Sandwich Maker,,3400
1040 gb panasonic iron gray,1040 GB Panasonic Iron Gray,,1233
box 1138 3in1 juicer,Box 1138 3in1 Juicer,,87
ring oven,Ring Oven,,0
722 t panasonic microwave oven digital touch,722 T Panasonic Microwave Oven Digital Touch,,12666.67
118 kenwood blender,118 Kenwood Blender,,1450
4832 lg vacuum cleaner,4832 LG Vacuum Cleaner,,15800
333 seco sandwich maker,333 Seco Sandwich Maker,,2900
box 540 st blender,Box 540 St Blender,,72
7600 cc 7025 phlips 3in,7600 CC 7025 PHLIPS 3IN,,3700
308 nd national steam iron,308 ND National Steam Iron,,3480
702 anex plus single juicer,702 Anex Plus Single Juicer,,2100
599 mj blender 7020 cooper,599 Mj Blender 7020 cooper,,2100
555 philips food factory,555 Philips Food factory,,8500
791 lotus kettle,791 Lotus Kettle,,1040
2000 haa food processor 11 in 1,2000 HAA Food Processor 11 IN 1,,9020
121 kw kettle,121 KW Kettle,,1490
1650 panasonic food processor,1650 Panasonic Food Processor,,10600
2310 np sm,2310 NP SM,,0
3052 gold air heater,3052 Gold Air Heater,,3060
108 kenwood sandwich maker,108 Kenwood Sandwich Maker,,2700
4602 angle hand blender set,4602 Angle Hand Blender Set,,4000
1105 kenwood food factory,1105 Kenwood Food Factory,,8300
9735 philips air fryer,9735 Philips Air Fryer,,11750
122 anex hand blender,122 Anex Hand  Blender,,6069.83
3315 sinbo 14 inch heater moving,3315 Sinbo 14 Inch Heater Moving,,1250
base jug 592 blender,Base Jug 592 Blender,,120
559 nd national air fryer,559 ND National Air Fryer,,19135
1760 soft white body 7025 cooper,1760 SOFT WHITE BODY 7025 COOPER,,1895
230 st national juicer,230 ST National Juicer,,4700
s.p f/p chooper dhakan,s.p f/p CHOOPER DHAKAN,,500
a 17 sanyo heater,A 17 Sanyo Heater,,2900
2020 panasonic food processor,2020 Panasonic Food Processor,,13172
210 oxford kettle,210 Oxford Kettle,,1500
4 md white dawlance microwave oven,4 MD White Dawlance Microwave Oven,,13298.1
593 panasonic 7015,593 Panasonic 7015,,1570
mq 500 braun hand blender,MQ 500 Braun Hand Blender,,12250
1019 body panasonic blender,1019 body panasonic blender,,185
136 zk hand blender,136 ZK Hand Blender,,3250
720 oxford blender,720 Oxford Blender,,1990.9
9300 panasonic food processor,9300 Panasonic Food Processor,,5300
6021 microwave oven,6021 Microwave Oven,,11900
123 abc kettle,123 abc Kettle,,1450
323 kenwood hand blender stick,323 Kenwood Hand Blender Stick,,2950
2055 np gray black iron,2055 NP Gray Black Iron,,1190
2022 remington hair dryer,2022 Remington Hair Dryer,,2200
8600 kenwood 3in1 juicer 7025cc,8600 Kenwood 3in1 Juicer 7025CC,,1517
1039 anex sandwich maker,1039 Anex Sandwich Maker,,8872.5
204 spell 3in1 juicer,204 Spell 3in1 Juicer,,5162
2600 national 4in1 juicer,2600 National 4in1 Juicer,,4000
543 jug,543 jug,,250
9025 pel microwave oven,9025 PEL Microwave Oven,,8900
3525 philips hot plate,3525 Philips Hot Plate,,3500
202 gb kenwood iron,202 GB Kenwood Iron,,1924
22*22 plastic soft packing,22*22 plastic soft packing,,640
360 nd national vacuum cleaner,360 ND National Vacuum Cleaner,,6900
china heater 200b/90e moving,china heater 200b/90e moving,,2300
30 w cri cri insect killer,30 W Cri Cri Insect Killer,,4450
23 dg microwave oven,23 DG Microwave Oven,,14750
124 st national sandwich maker,124 St National Sandwich Maker,,2100
812 kw sandwich maker,812 KW Sandwich Maker,,1950
juicer white body 3in1 7025 copper,Juicer White Body 3in1 7025 Copper,,780.86
110 raf hot plate,110 RAF Hot Plate,,3386.36
501 nd national insect killer 16w,501 ND National Insect Killer 16W,,4524
012 seco fan heater,012 Seco Fan Heater,,1800
1816 panasonic kettle,1816 Panasonic Kettle,,1600
thermopore sheet single dubi blender,Thermopore sheet Single Dubi Blender,,5.71
box 0820 panasonic iron,Box 0820 Panasonic Iron,,68
027 raf chopper 3 ltr,027 Raf Chopper 3 ltr,,2675
jar chopper blender wp double dubi,Jar Chopper Blender WP Double Dubi,,140
728 r seco fan,728 R Seco Fan,,3950
a max a1,A MAX A1,,2850
17k w3 np national kettle,17K W3 NP National Kettle,,2092
9710 panasonic air fryer,9710 Panasonic Air Fryer,,9700
2217 dawlance steam iron,2217 Dawlance Steam Iron,,2843
006 panasonic large dish heater,006 Panasonic Large Dish Heater,,2950
721 west point kettle,721 West Point Kettle,,2200
9064 panasonic 4in1 juicer,9064 Panasonic 4in1 Juicer,,2800
4044 anex kettle,4044 Anex Kettle,,2700
615 nd national food processor,615 ND National Food Processor,,9222
04 anex french fries cutter,04 Anex French Fries Cutter,,2093
3146 anex food processor,3146 Anex Food Processor,,19091.8
209 homage micro oven,209 Homage Micro Oven,,7000
